companies,url,platform_version_release_dates,memory,sound,connectivity,media,name,slug,resolutions,checksum,output,cpu,main_manufacturer,graphics,online,os,platform_logo,storage,id,summary
,https://www.igdb.com/platforms/call-a-computer/version/initial-version,,,,,,Initial version,initial-version,,265b712a-6542-5e65-f4c2-8fd16ba2a7a6,,,,,,,,,133,
,https://www.igdb.com/platforms/microcomputer--1/version/initial-version,,,,,,Initial version,initial-version,,3839c5ce-f6c1-3960-ff43-8024ed23248b,,,,,,,,,138,
,https://www.igdb.com/platforms/ay-3-8606/version/initial-version,,,,,,Initial version,initial-version,,af8ec5a1-ce96-fbb3-8a95-2ac81a659af7,,,,,,,,,210,
[35],https://www.igdb.com/platforms/blackberry/version/initial-version-d71a6afd-592a-42e8-8e07-1840a9f74687,[68],,,,,Initial version,initial-version-d71a6afd-592a-42e8-8e07-1840a9f74687,,d1c097dc-443e-520f-4775-83619c8c187e,,,,,,,40.0,,34,
"[311, 312]",https://www.igdb.com/platforms/ios/version/initial-version-7c777fb0-182a-4db6-a04e-ceaa99c240b2,[63],,,,,Initial version,initial-version-7c777fb0-182a-4db6-a04e-ceaa99c240b2,,21304bb8-5c13-a6e5-74c2-e137b7764ccd,,,,,,,248.0,,43,"iOS is Apples mobile operating system for the iPhone, iPod Touch, iPad, iPad Mini and so on. It was first introduced in 2006 as iPhone OS but they later changed it to its current name iOS."
[286],https://www.igdb.com/platforms/nes/version/initial-version-910b4439-ecb8-404f-8e5f-791e43ccf889,"[195, 196, 197, 198, 199]",2 KiB,CPU-integrated programmable sound generator (5 mono channels),,Nintendo Entertainment System Game Pak,Initial version,initial-version-910b4439-ecb8-404f-8e5f-791e43ccf889,,564f2119-9767-4ee8-d3a3-28409553ae08,"RF, composite",Ricoh 2A03 at 1.79 MHz,,Custom Ricoh Picture Processing Unit (PPU),Famicom Modem (Japan only),,228.0,,53,"The Nintendo Entertainment System (commonly abbreviated as NES) is an 8-bit home video game console that was developed and manufactured by Nintendo. It was initially released in Japan as the Family Computer (Japanese: ファミリーコンピュータ Hepburn: Famirī Konpyūta?) (also known by the portmanteau abbreviation Famicom (ファミコン Famikon?) and abbreviated as FC) on July 15, 1983, and was later released in North America during 1985, in Europe during 1986, and Australia in 1987. In South Korea, it was known as the Hyundai Comboy (현대 컴보이 Hyeondae Keomboi) and was distributed by SK Hynix which then was known as Hyundai Electronics. It was succeeded by the Super Nintendo Entertainment System."
,https://www.igdb.com/platforms/philips-videopac-g7000/version/initial-version,"[215, 216]",,,,,Initial version,initial-version,,03a6bf6c-bcd0-0af7-cea0-cb856b1be9c2,,,,,,,112.0,,183,"The Videopac used the standard joystick design of the 1970s and early 1980s: the original console had a moderately-sized silver controller, held in one hand, with a square housing for its eight-direction stick that was manipulated with the other hand. Later releases had a similar black controller, with an 8-pointed star-shaped housing for its eight-direction joystick. In the upper corner of the joystick was a single 'Action' button, silver on the original controllers and red on the black controllers. The games, graphics and packaging were designed by Ron Bradford and Steve Lehner.

One other difference in these controllers is that the earliest releases of the silver joystick were removable. They could be plugged and unplugged from the back of the unit, while all later silver and all black controllers were hardwired into the rear of the unit itself (although the joysticks still can be easily replaced, but not without dismounting the cover deck).

One of the strongest points of the system was its speech synthesis unit, which was released as an add-on for speech, music, and sound effects enhancement. The area that the Odyssey² may be best remembered for was its pioneering fusion of board and video games: The Master Strategy Series. The first game released was Quest for the Rings!, with gameplay somewhat similar to Dungeons &amp; Dragons, and a storyline reminiscent of J. R. R. Tolkien's The Lord of the Rings. Later, two other games were released in this series, Conquest of the World and The Great Wall Street Fortune Hunt, each with its own gameboard.

Its graphics and few color choices, compared to its biggest competitors at the time—the Atari 2600, Mattel's Intellivision and the Bally Astrocade—were its ""weakest point"". Of these systems, the Odyssey² was listed by Jeff Rovin as being the third in total of sales, and one of the seven major video game suppliers."
[308],https://www.igdb.com/platforms/nds/version/nintendo-dsi-xl,"[234, 235, 236, 237]",16 MB PSRAM,,Wi-FI,"Nintendo DS Cartridge, Nintendo DSi Cartridge",Nintendo DSi XL,nintendo-dsi-xl,256x192 pixel resolution,4d5c7b38-5c03-67a0-85fb-e91e67d207bf,,ARM9 clocked at 133 MHz and ARM7 clocked at 33 MHz,,,"Nintendo Wi-Fi Connection, Nintendo DSi Shop, Nintendo Zone",,245.0,"256 MB internal flash memory, SD card (up to 2gb), SDHC card (up to 32gb)",192,"The extra large version of the Nintendo DSi. 
The system itself is larger overall than the other Nintendo DS versions. 
The screens are larger than the Nintendo DSi, at 4.2-inch (110 mm), and have a larger viewing angle than the other versions allowing people around the main user to easily view the game being played. 
The system came with an extra stylus that did not fit into the system and was made in the style of a pen."
,https://www.igdb.com/platforms/psp/version/playstation-portable-slim-and-lite,"[336, 337, 338, 339]",64MB eDRAM,"Stereo speakers, 3.5 mm headphone jack",Wi-Fi 802.11b,"Universal Media Disc, digital distribution",PlayStation Portable Slim & Lite,playstation-portable-slim-and-lite,480 x 272,32319fe4-0fe6-8578-fcdb-efa21c278331,,MIPS R4000,,,PlayStation Network,PlayStation Portable system software,211.0,"Memory Stick Duo, Memory Stick PRO Duo",276,"The PSP-2000, which was marketed as the ""PlayStation Portable Slim & Lite"", is the first redesign of the PlayStation Portable. It is slimmer and lighter than the original PSP, reduced from 0.91 to 0.73 inches (23 to 18.6 mm) and from 9.87 to 6.66 ounces (280 to 189 g). 
 
The serial port was modified to accommodate a new video-out feature, making it incompatible with older PSP remote controls. Games only output to external monitors and televisions in progressive scan mode. Non-game video outputs work in either progressive or interlaced mode. USB charging was introduced and the D-Pad was raised in response to complaints of poor performance and the responsiveness of the buttons was improved. 
 
Other changes include improved WLAN modules and micro-controller, and a thinner and much brighter LCD screen. To improve the poor loading times of UMD games on the original PSP, the internal memory was doubled from 32MB to 64MB, part of which now acting as a cache, also improving the web browser's performance."
[334],https://www.igdb.com/platforms/gb/version/initial-version-831971f0-0222-4373-ba03-1acf8274b991,"[73, 74, 75]",8 KB S-RAM,"2 pulse wave generators, 1 PCM 4-bit wave sample (64 4-bit samples played in 1×64 bank or 2×32 bank) channel, 1 noise generator, and one audio input from the cartridge","2 Game Boys can be linked together via built-in serial ports, up to 4 with a DMG-07 4-player adapter. And 16 in maximum.",Game Boy Cartridge,Initial version,initial-version-831971f0-0222-4373-ba03-1acf8274b991,,65a0126e-8fb6-2ba3-5789-ea36fd37852a,,"Sharp LR35902 @ 4,19 MHz",,"160x144 pixels, 66 mm (2.6 in) diagonal screen with 2-bit (4 shades of ""gray"" {light to very dark olive green})",,,275.0,8 MB,39,
[540],https://www.igdb.com/platforms/pc-fx/version/initial-version,[540],"2 MB main RAM, 1 MB shared RAM (for background generators, CD-ROM DMA, motion decoder, and ADPCM), 256 KB dedicated VRAM (for HuC6270 chips), 1 MB OS ROM, 256 KB CD Buffer, 32 KB back-up RAM","16-Bit Stereo CD-DA 2 ADPCM channels at up to ≈31.5 kHz with left/right panning, 6 5-bit sample channels with left/right panning, Audio out: × 2 RCA",,"2X CD-ROM, 300KB / Sec",Initial version,initial-version,"256x240p, 341x240p, 256x480i, 341x480i",59aedda4-efe0-861c-ea6c-3ff0f828d57a,Composite and S-Video,"32-Bit NEC V810 RISC running at 21.5 to 25  MHz., 15.5 MIPS",,"Internal color format: Digitized Y'UV (not YCbCr), Maximum On-screen colors: 16,777,216 (24-bit color, 8 bits per channel), 6 background layers, 2 sprite layers, 1 motion decoder layer generated from RLE-encoded or JPEG-like data",,,548.0,,392,"The PC-FX is a 32-bit home video game console made by NEC Home Electronics. It was released in Japan on December 23, 1994, just weeks after Sony's PlayStation and a month after the Sega Saturn. It is the successor to the PC Engine, known as TurboGrafx-16 in North America."
[323],https://www.igdb.com/platforms/ngc/version/initial-version-87dfdafa-bcbc-466c-8286-cc8cccf4daa3,"[48, 49, 51, 179]",24MB,"64 ADPCM channels, analog stereo w/ Dolby Pro Logic II (Dolby Surround)",Nintendo GameCube Broadband Adapter,Nintendo GameCube game disc,Initial version,initial-version-87dfdafa-bcbc-466c-8286-cc8cccf4daa3,"240i, 240p (no games use these), 480i, 480p (only some games support 480p), 576i (PAL)",f8179178-799a-7e95-4315-0ee24be6b355,"Composite, S-Video, YPbPr component, RGB component (Japan only)",IBM PowerPC ''Gekko'' @ 485 MHz,,ATI ''Flipper'' @ 162 MHz,Various game-specific services,Dolphin OS,262.0,Nintendo GameCube Memory Card (8MB-16MB Capacity),54,"The GameCube is the first Nintendo console to use optical discs for its primary storage medium. The discs are similar to the miniDVD format, and as a result of their smaller size, the system was not designed to play standard DVDs or audio CDs. Nintendo presents a variety of connectivity options for the GameCube. It supports online gaming for a small number of games via the broadband or modem adapter, sold separately; it also connects to the Game Boy Advance, allowing players to access exclusive in-game features using the handheld as a second screen and controller.

Contemporary reception of the GameCube was generally positive. Some praised the extensive software library and high-quality games, while others criticized the console's exterior design and lack of features. Nintendo sold 21.74 million GameCube units worldwide before being discontinued in 2007. Its successor, the Wii, was released in November 2006."
[234],https://www.igdb.com/platforms/xboxone/version/xbox-one-x--1,[249],,,,,Xbox One X,xbox-one-x--1,up to 4k,c1933401-ce01-d5df-f809-a02ecca4f2ea,,8-core AMD custom CPU,,Integrated AMD graphics with 6 teraflops of performance,Xbox Live,Xbox OS,196.0,,185,"Announced as Project Scorpio, it is the next version of the Xbox One.  
Advertised as having ""true 4k gaming"" with 6 teraflops of GPU processing power and 320gb/s memory bandwidth. Planned for release at the end of 2017."
[338],https://www.igdb.com/platforms/neo-geo-cd/version/initial-version,"[219, 220, 221]",7Mb of DRAM; 512K of VRAM; and 64K of SRAM,13-channel Yamaha sound chip in stereo,,"CD-ROM (1x), 700 MB",Initial version,initial-version,304 x 224,3238f309-90e1-fe13-9f40-4825cf1e6b57,,Motorola 68000 running at 12 MHz with a Zilog Z80 running at 4 MHz Co-processor,,,,,281.0,56 Mbits,187,"The first version of the console was a front loading system that was only released in Japan and had 25,000 models made. A top loading model was soon released and sold internationally. Both suffered from long loading times."
,https://www.igdb.com/platforms/gba/version/game-boy-micro,,,,,,Game Boy Micro,game-boy-micro,,023a60ad-379e-047c-f298-cf226aa53a28,,,,,,,256.0,,194,
,https://www.igdb.com/platforms/psp/version/playstation-portable-brite,"[340, 341, 342, 343]",64MB eDRAM,"Stereo speakers, 3.5 mm headphone jack",Wi-Fi 802.11b,"Universal Media Disc, digital distribution",PlayStation Portable Brite,playstation-portable-brite,480 x 272,cacac5ce-8582-b599-0f69-109617a7f7ab,,MIPS R4000,,,PlayStation Network,PlayStation Portable system software,212.0,"Memory Stick Duo, Memory Stick PRO Duo",277,"In comparison with the PSP-2000 (PlayStation Portable Slim & Lite), the PSP-3000, which was marketed as ""PlayStation Portable Brite"", has an improved LCD screen with an increased color range, five times the contrast ratio, a halved pixel response time, new sub-pixel structure, and anti-reflective technology to reduce outdoor glare. The disc tray, logos and buttons were all redesigned, and a microphone was added. Games could now be outputted in either component or composite video using the video-out cable."
[160],https://www.igdb.com/platforms/ay-3-8500/version/telstar,[239],,,,,Telstar,telstar,,90439c2c-df3d-5d9a-08a2-fd9d350d5435,,,,,,,126.0,,198,"The Telstar is a series of video game consoles produced by Coleco from 1976 to 1978. Starting with Telstar Pong clone based on General Instrument's AY-3-8500 chip in 1976, there were 14 consoles released in the Telstar branded series. One million Telstar units were sold."
[171],https://www.igdb.com/platforms/winphone/version/windows-phone-7,"[250, 251, 252]",,,,,Windows Phone 7,windows-phone-7,,cdfd8f49-dfb4-a15f-8359-dcca1a11c861,,,,,,,142.0,,224,"Windows Phone 7 is the first release of the Windows Phone mobile client operating system. It received multiple large updates and added a few features backported from Windows Phone 8, such as a more customizable start screen. Microsoft ended support for Windows Phone 7 on October 14, 2014."
[534],https://www.igdb.com/platforms/c16/version/initial-version,[554],16 KB RAM + 32 KB ROM,"TED (2 channels, 4 octaves + white noise)",,"ROM Cartridge, Cassette tape",Initial version,initial-version,"320x200, 320x160, 160x200 and 160x160",8e9b359a-f342-8395-89dc-5f859c3bae7c,,MOS Technology 7501 or 8501 @ 0.89 MHz or 1.76 MHz,,"TED (320 × 200, 121 colors)",,Commodore BASIC 3.5,544.0,,107,"The Commodore 16 is a home computer made by Commodore International with a 6502-compatible 7501 or 8501 CPU, released in 1984 and intended to be an entry-level computer to replace the VIC-20. A cost-reduced version, the Commodore 116, most of the units were sold in Europe. 
 
The C16 and C116 belong to the same family as the higher-end Plus/4 and are internally very similar to it (albeit with less RAM - 16 rather than 64 KB - and lacking the Plus/4's user port and Three plus one software). Software is generally compatible among all three provided it can fit within the C16's smaller RAM and does not utilize the user port on the Plus/4."
,https://www.igdb.com/platforms/switch/version/oled-model,,,,,,OLED Model,oled-model,,69056ab9-e365-93f1-410e-a5cd92767afe,,Custom Nividia Tegra Processor,,,,,606.0,64 GB,503,"An upgraded model with a 7-inch OLED screen, wider kickstand, better speakers for handheld or tabletop play, and a LAN port built into the brand new dock for a better online experience."
,https://www.igdb.com/platforms/pc-50x-family/version/tele-cassetten-game,[245],,,,,Tele-Cassetten-Game,tele-cassetten-game,,79b55f87-2ead-1f04-8207-d3359c4cca36,,,,,,,132.0,,205,"This is a typical incarnation of the PC-50x systems using cartridges based on General Instruments chips. 
 
Ten small buttons, are used to select the different games offered by the inserted cartridge. The cartridge offering the greatest number of games is ""10-Ballspiele"" with 10 games. The playing options are activated by the three switches. Each option depends on the cartridge inserted, the meaning of switches being explained on each cartridge label. The joysticks are detachable and are connected to the system through connectors placed on each side. 
 
Cartridges released are the classic ones for these systems using cartridges based on General Instrument chips: Ball games, Motorcycle, Car racing, Submarine, Super wipeout, Tank battle and maybe Shooting gallery. These are generic english titles. Real titles are in German. 
 
Concerning the Tank Battle cartridge, the problem is that this game requires digital controllers as opposed to the analog joystick of the system. The Palladium system is one of the few GI based systems which offered optional numeric keypads to play this game! 
 
The shooting games require the use of a light gun, which usually came with the cartridge. 
 
There are in fact two models of the Palladium Tele-Cassetten-Game. The cases are different (see ""more pictures"" section), but everything else is identical (games, front panel, controllers, etc.). Why two systems? Maybe Palladium first marketed this licenced product using a ""common"" case used by other brands such as MBO and Optim, and then decided to redesign its own case so that consumers would identify more clearly the Palladium system. 
 
This system (at least the ""first"" case style) was also marketed as the MBO Tele-Cassetten-System and Optim 600."
[333],https://www.igdb.com/platforms/gb/version/game-boy-light,[211],,,,,Game Boy Light,game-boy-light,,52134218-95bf-035a-3873-25509ef12cd8,,,,,,,274.0,,182,"""The Game Boy Light is a backlit and updated version of the Game Boy Pocket exclusively released in Japan""

Has a larger battery compartment because it requires two AA batteries instead of AAA batteries."
,https://www.igdb.com/platforms/daydream/version/initial-version,,,,,,Initial version,initial-version,,ec756947-d992-6f4e-c506-e2dd962b9105,,,,,,,160.0,,234,
,https://www.igdb.com/platforms/lynx/version/atari-lynx-mkii,[224],,,,,Atari Lynx MkII,atari-lynx-mkii,,afef6734-c4f5-e893-b0c8-4ab0e5e8eea8,,,,,,,290.0,,189,"Released 1991. 
Redesigned case, smaller size.  
Clearer screen. 
Stereo sound."
[173],https://www.igdb.com/platforms/winphone/version/windows-phone-8-dot-1,[254],,,,,Windows Phone 8.1,windows-phone-8-dot-1,,c58eb49f-bd0f-4efb-af61-5ee5e151bf8d,,,,,,,144.0,,226,"Windows Phone 8.1 is the third generation of Microsoft's Windows Phone mobile operating system, succeeding Windows Phone 8. Windows Phone 8.1 is also the last version that uses the Windows Phone brand name as it was succeeded by Windows 10 Mobile."
[410],https://www.igdb.com/platforms/android/version/nougat,[274],,,,,Nougat,nougat,,da2df9df-cae6-1442-6149-561486427e6f,,,,,,,379.0,,238,Versions 7.0 – 7.1.2
,https://www.igdb.com/platforms/psvita/version/playstation-vita-pch-2000,"[326, 327, 328]","512 MB RAM, 128 MB VRAM","Stereo speakers, 3.5 mm headphone jack, Bluetooth 2.1 + EDR","IEEE 802.11 b/g/n Wi-Fi, Bluetooth 2.1+EDR","PlayStation Vita Game Card, digital distribution",PlayStation Vita (PCH-2000),playstation-vita-pch-2000,960 x 544,9148b12a-ec07-62c2-d92c-982e50e2902f,,ARM Cortex-A9 MPCore,,PowerVR SGX543MP4+,PlayStation Network,PlayStation Vita system software,215.0,"1GB internal flash memory, PlayStation Vita Memory Card (4GB, 8GB, 16GB, 32GB, 64GB)",274,"The revised model, officially called the PCH-2000 series and commonly referred to as the PS Vita Slim, is 20% thinner and 15% lighter compared to the original model. While it largely maintains the original's overall structure and layout, the original's OLED screen has been replaced with a lower-cost LCD display. The model also roughly added about an extra hour of battery life. This model has a micro USB Type B port, which can be used to charge the device along with any standard micro USB cable."
,https://www.igdb.com/platforms/dvd-player/version/dvd,"[435, 436, 437, 438, 439]",,,,,DVD,dvd,,de5162c9-2f23-7c7d-97dd-8c2c9c3781d3,,,,,,,426.0,,355,
,https://www.igdb.com/platforms/pdp-7--1/version/initial-version,,,,,,Initial version,initial-version,,1e4dc91e-3857-820b-ac45-53cd47d3f909,,,,,,,,,129,
,https://www.igdb.com/platforms/ay-3-8610/version/initial-version,,,,,,Initial version,initial-version,,1bdd1a97-cef3-aed7-be54-fe37eb57d8f0,,,,,,,,,199,
,https://www.igdb.com/platforms/ay-3-8760/version/initial-version,,,,,,Initial version,initial-version,,31ddaa58-7fe0-e357-26c6-414eb69a7006,,,,,,,,,206,
,https://www.igdb.com/platforms/ay-3-8710/version/initial-version,,,,,,Initial version,initial-version,,2d6cf8ac-db81-e755-f229-bde1fea73056,,,,,,,,,207,
,https://www.igdb.com/platforms/bbcmicro/version/initial-version-5bdd02e2-0187-419e-9db1-db42d1a6507c,,,,,,Initial version,initial-version-5bdd02e2-0187-419e-9db1-db42d1a6507c,,1289408e-7dfc-84e6-914f-42d88dca1734,,,,,,,294.0,,33,
,https://www.igdb.com/platforms/windows-mixed-reality/version/initial-version,,,,,,Initial version,initial-version,,5bcbee32-1049-1715-c104-aa538838505c,,,,,,,796.0,,231,"Windows Mixed Reality is a platform introduced as part of the Windows 10 and 11 operating system, which provides augmented reality and virtual reality experiences with compatible head-mounted displays."
,https://www.igdb.com/platforms/gba/version/initial-version-e3ea39e6-786b-4b95-b574-b90f9b282c58,"[80, 81, 82, 83]","32 KB + 96 KB VRAM Internal to the CPU, 256 KB WRAM Normal RAM","Nintendo Direct Sound (software sound mixing), GB/GBC 8-bit channels",,"Game Boy Cartridge, Game Boy Advance Cartridge",Initial version,initial-version-e3ea39e6-786b-4b95-b574-b90f9b282c58,,58df7d07-a9ea-ebff-c2f8-65181a21d18f,,"ARM7DMI @ 16,78 MHz",,Custom 2D core,,,255.0,,40,
[405],https://www.igdb.com/platforms/winphone/version/windows-10-mobile,[255],,,,,Windows 10 Mobile,windows-10-mobile,,d545fd60-467f-84d9-6d4b-1e2c6a7f1212,,,,,,,363.0,,227,"Windows 10 Mobile is a mobile operating system developed by Microsoft. It is an iteration of the Windows Phone product line and a successor to Windows Phone 8.1. 
 
Windows 10 Mobile aims to provide greater consistency with its counterpart for personal computers, including more extensive synchronization of content, a new universal application platform that allows one app to run on multiple Windows 10 devices such as PCs, mobile devices and Xbox, as well as the capability, on supported hardware, to connect devices to an external display and use a ""PC-like"" interface with mouse and keyboard input support."
,https://www.igdb.com/platforms/psp/version/playstation-portable-go,"[344, 345, 346]",64MB eDRAM,"Stereo speakers, 3.5 mm headphone jack","Wi-Fi 802.11b, Bluetooth",Digital distribution,PlayStation Portable Go,playstation-portable-go,480 x 272,411c41a0-280e-0285-7fcb-a50b72ef95ad,,MIPS R4000,,,PlayStation Network,PlayStation Portable system software,241.0,"16GB internal flash memory, Memory Stick Micro (M2)",278,"The PlayStation Portable Go (PSP-N1000) is 43% lighter and 56% smaller than the original PlayStation Portable (PSP-1000), and 16% lighter and 35% smaller than the PlayStation Portable Brite (PSP-3000). Its rechargeable battery is not intended to be removed by the user. Its LCD screen slides up to reveal the main controls. The overall shape and sliding mechanism are similar to those of Sony mylo COM-2. 
 
Its USB port was replaced with a proprietary connector. A compatible cable that connects to other devices' USB ports is included with the unit. The new multi-use connector allows video and sound output with the same connector using an optional composite or component AV cable. 
 
The removal of the UMD drive effectively region-locks the unit because it must be linked to a single, region-locked PlayStation Network account. While it can download games to itself, users can also download and transfer games to the device from a PlayStation 3 console, or the Windows-based software Media Go."
[284],https://www.igdb.com/platforms/switch/version/initial-version,[217],4GB LPDDR4,"5.1 channel Linear PCM (HDMI), analog stereo (3.5mm headphone jack)","802.11 a/b/g/n/ac, Bluetooth 4.0 (TV Mode Only), 2x USB 3.0, 1x USB 2.0, 1x USB-C, HDMI","Nintendo Switch Game Card, microSD Card",Initial version,initial-version,"1280x720 on integrated screen, up to 1920x1080 through HDMI",07e6b829-ebb9-f4c6-72b8-a7dc776a6cb4,"HDMI, 3.5mm headphone jack, DisplayPort over USB-C (internal)",Custom NVIDIA Tegra,,"Nvidia GM20B Maxwell-based GPU @ 307.2 - 384 MHz while undocked, 307.2 - 768 MHz while docked",Nintendo Switch Online Service,Nintendo Switch system software,227.0,"32 GB NAND flash, expandable via microSD cards",173,"Nintendo Switch is a hybrid console/tablet. The tablet becomes a console via a docking station connected to a tv set. Nintendo regards the concept as mainly a home gaming system rather than portable. The Switch features two wireless controllers, which may be used individually or attached to a grip to get a more traditional controller."
,https://www.igdb.com/platforms/pdp-8--1/version/initial-version,,,,,,Initial version,initial-version,,50bacafa-9595-7143-10b5-44a92d93f78e,,,,,,,,,119,
,https://www.igdb.com/platforms/ay-3-8603/version/initial-version,,,,,,Initial version,initial-version,,0a6df289-0d98-a0ee-8bff-496cb38c8de2,,,,,,,,,208,
,https://www.igdb.com/platforms/linux/version/initial-version-04719e9f-bc9e-4b08-982c-50c495215228,[57],,,,,Initial version,initial-version-04719e9f-bc9e-4b08-982c-50c495215228,,476c202a-811c-a811-8de0-7e3f1257edac,,,,,,,380.0,,44,"Linux is a free and open-source (FOSS/FLOSS) Operating System. In a more precise and complex definition, Linux is an open-source OS kernel on which a large variety of Operating Systems (known as Linux distributions) are built."
,https://www.igdb.com/platforms/psvita/version/playstation-tv,"[329, 330, 331, 332, 333]","512MB RAM, 128MB VRAM",2 channel LPCM,"IEEE 802.11 b/g/n Wi-Fi, Bluetooth 2.1+EDR, Ethernet LAN","PlayStation Vita Game Card, digital distribution",PlayStation TV,playstation-tv,"1920 x 1080, 1280 x 720, 854 x 480",e08744e4-1931-7936-bbf5-c0896a585897,HDMI,ARM Cortex-A9 MPCore,,PowerVR SGX543MP4+,PlayStation Network,PlayStation Vita system software,233.0,"1GB internal flash memory, PlayStation Vita Memory Card (4GB, 8GB, 16GB, 32GB, 64GB)",275,"PlayStation TV (abbreviated to PS TV), known in Japan and other parts of Asia as the PlayStation Vita TV or PS Vita TV, is a microconsole, and a non-handheld variant of the PlayStation Vita. 
 
Controlled with either the DualShock 3 or DualShock 4 controllers, the PS TV is capable of playing many PS Vita games and applications, either through physical game cards or downloaded through the PlayStation Store. However, not all content is compatible with the device, since certain features in the PS Vita such as the gyroscope and microphone are not available on the PS TV. Nevertheless, the PS TV is able to emulate touch input for both the Vita's front and rear touchpads using the controller."
,https://www.igdb.com/platforms/blu-ray-player/version/blu-ray-disc,[434],,,,,Blu-ray Disc,blu-ray-disc,,26f8672f-5f17-8928-208e-b451ed8f719f,,,,,,,427.0,,356,
,https://www.igdb.com/platforms/gt40/version/initial-version,,,,,,Initial version,initial-version,,75caa1fc-6c82-f345-636d-ae3c273017aa,,,,,,,,,120,
,https://www.igdb.com/platforms/colecovision/version/initial-version-8b4019b7-7255-449e-9571-088151f6b335,[93],1 KB,Mono,,Cartridge,Initial version,initial-version-8b4019b7-7255-449e-9571-088151f6b335,,d664a2fb-de76-502e-ead3-e6173f0cdbae,,"Zilog Z80A @ 3,58 MHz",,,,,311.0,ROM Cartridge 8-32 KB,35,
[586],https://www.igdb.com/platforms/series-x/version/xbox-series-s,,,,,,Xbox Series S,xbox-series-s,,fd6f01da-bb28-2526-8254-4053af3ddd69,,,,,,,,,489,"Xbox Series S delivers the same next generation speed and performance that define Xbox Series X. It is similar in CPU and has the identical I/O performance as Xbox Series X, making it easier for developers to deliver the same great performance, while rendering at a lower resolution. Xbox Series S delivers 4x the processing power of an Xbox One console and supports experiences up to 120fps, more immersive and responsive gameplay with support for hardware-accelerated DirectX Raytracing and Variable Rate Shading. In addition, Xbox Series S includes 512GB of custom SSD storage and is powered by the Xbox Velocity Architecture, delivering more than 40x the I/O bandwidth of an Xbox One resulting in faster loading times, steadier frame rates and Quick Resume for multiple titles."
,https://www.igdb.com/platforms/sharp-mz-2200/version/initial-version,,,,,,Initial version,initial-version,,726e1b9a-31a1-8e0d-e93a-a17f8f10abb3,,,,,,,,,492,
,https://www.igdb.com/platforms/psvita/version/playstation-vita,"[26, 28, 323, 324, 325]","512 MB RAM, 128 MB VRAM","Stereo speakers, 3.5 mm headphone jack, Bluetooth 2.1 + EDR","IEEE 802.11 b/g/n Wi-Fi, 3G (3G model only), Bluetooth 2.1+EDR","PlayStation Vita Game Card, digital distribution",PlayStation Vita,playstation-vita,960 x 544,2a3fe13d-1fab-ba3d-987c-7e3a8894b6b1,,ARM Cortex-A9 MPCore,,PowerVR SGX543MP4+,PlayStation Network,PlayStation Vita system software,232.0,"PlayStation Vita Memory Card (4GB, 8GB, 16GB, 32GB, 64GB)",60,"PlayStation Vita's design was created to meld the experience of big budget, dedicated video game platforms with the then up-and-coming trend of mobile gaming through smart phones and tablets. However, in the year after the device's successful launch, sales of the hardware and its bigger budget games stalled, threatening to end its lifespan. A concentrated effort to attract smaller, indie developers in the West, combined with strong support from mid-level Japanese companies, helped keep the platform afloat. While this led to less diversity in its game library, it did garner strong support in Japanese-developed role-playing video games and visual novels alongside a wealth of Western-developed indie games, leading it to become a moderate seller in Japan, and build a smaller, yet passionate userbase in the West. In the platform's later years, Sony also promoted its ability to work in conjunction with its other gaming products, notably the ability to play PlayStation 4 games on it through the process of Remote Play, similar to the Wii U's function of Off-TV Play."
[315],https://www.igdb.com/platforms/ps2/version/initial-version-414585e3-0f93-496a-8a82-d9fd5ab9f5e3,"[126, 127, 128, 129, 130]",32 MB,CPU+SPU2,"100 Mbit Ethernet/modem (Add-on), 2x USB 1.1","DVD, CD",Initial version,initial-version-414585e3-0f93-496a-8a82-d9fd5ab9f5e3,"480i, 480p",f12717a2-868c-7ca2-3491-d45657601f4a,"Composite video, S-Video, RGB, VGA, YPBPR",Emotion Engine @ 294.912 MHz,,Graphics Synthesizer @ 147.456 MHz,Dynamic Network Authentication System,,253.0,"Playstation 2 Memory Card (8 MB), Playstation 1 Memory Card (1 MB)",58,"The PlayStation 2 (PS2), is a home video game console that was manufactured by Sony Computer Entertainment. The sixth-generation console competed with the Sega Dreamcast, Microsoft Xbox, and Nintendo GameCube.

The PlayStation 2 went on to become the best-selling video game console in history, selling over 155 million units. More than 3,874 game titles have been released for the PS2 since launch, and more than 1.5 billion copies have been sold. Sony later manufactured several smaller, lighter revisions of the console known as ""slimline"" models, and in 2006 introduced the successor, the PlayStation 3.

Even with the PlayStation 3 release, the PlayStation 2 remained popular well into the seventh generation and continued to be produced until January 4, 2013, when Sony finally announced that the PlayStation 2 had been discontinued after almost 13 years of production – one of the longest runs for a video game console. Despite the announcement, new games for the console continued to be produced until the end of 2013, including Final Fantasy XI: Seekers of Adoulin for Japan, Pro Evolution Soccer 2014 for North America and Europe, and FIFA 14 for Brazil. Sony unveiled the PlayStation 4 console the following month on February 20, 2013."
