standalone_expansions,player_perspectives,category,cover,url,aggregated_rating,total_rating_count,alternative_names,genres,remasters,bundles,keywords,tags,expansions,age_ratings,storyline,involved_companies,name,slug,checksum,rating_count,videos,version_title,screenshots,game_modes,themes,artworks,external_games,language_supports,websites,rating,ports,franchises,game_engines,platforms,created_at,updated_at,parent_game,aggregated_rating_count,version_parent,expanded_games,game_localizations,collection,multiplayer_modes,first_release_date,remakes,similar_games,dlcs,status,total_rating,follows,hypes,release_dates,id,franchise,summary
,,0,,https://www.igdb.com/games/capes-escape-game-5th-room,,,[112953],"[9, 31]",,,,"[268435465, 268435487]",,[50993],"Whew, that was a long day! Tired, the Cape jumped into his futon bed. Hoping to go on a date with Todomi in his dreams, he fell fast asleep. He didn't even notice the ghost staring at him in the darkness... This time, Cape gets trapped in an escape game in his dreams. An old friend of Cape's makes an appearance, shedding light on Cape's mysterious past... err, sorta?",,Cape's Escape Game 5th Room,capes-escape-game-5th-room,d632f0aa-b6ff-d677-f1bc-4bb4631cb2b8,,,,"[707065, 707066, 707067]",,,[62373],"[2220363, 2600445]",,[480820],,,,,[130],1641578931,1688740821,,,,,[16342],,,1639612800.0,,"[25222, 25646, 26223, 27266, 27725, 33110, 81275, 95776, 106992, 109129]",,,,,,[334435],186569,,"Cape's Escape Game 5th Room is a short adventure game in the Cape's Escape series, which you can complete in an hour or so. Solve the mystery and breakout from the escape game of Cape's dreams."
,[1],0,185824.0,https://www.igdb.com/games/capes-escape-game-4th-room,,,[112872],"[9, 31]",,,,"[268435465, 268435487]",,[46456],"The main character invites his girlfriend Todomi out on a super low-cost trip to the hot springs. Of course, Todomi rejects him. Being super low-cost, he can’t cancel his trip. Heartbroken with tears in his eyes, he forces himself to set off on his trip.  But even 1980 yen is way too cheap for a trip with meals included.   Sure enough, turns out that the main character's one night stay is not at some ordinary Japanese-style inn. It comes with an escape game.  Solve riddles to help the main character escape from this traditional Japanese hot spring inn.",[152921],Cape's Escape Game 4th Room,capes-escape-game-4th-room,50f9f67e-70ad-e807-88a5-b1a177b65b78,,,,"[646449, 646453, 646457, 646459, 646460]",[1],,[53148],"[2127754, 2599807]",,"[235077, 470600]",,,,,[130],1633257487,1688740821,,,,,[15880],,,1635379200.0,,"[25222, 25646, 26223, 27266, 27725, 33110, 81275, 95776, 106992, 109129]",,,,,,[315117],173142,,"Cape's Escape Game 4th Room is a short adventure game in the Cape's Escape series, which you can complete in an hour or so. Solve the mystery and escape from the Japanese hot springs inn."
,,0,,https://www.igdb.com/games/capes-escape-game-3rd-room,,,[112664],"[9, 31]",,,,"[268435465, 268435487]",,[45428],"Looks like the main character is heading home from a date with Todomi. He got passionately beaten up by Todomi so he’s on cloud nine. He’s a little thirsty so he stops by at a convenience store called Labor Loss. Is it really legit? Sure enough, the main character finds himself in a super weird convenience store. He gets trapped inside as usual by Cape. Solve riddles to help the main character escape.",,Cape's Escape Game 3rd Room,capes-escape-game-3rd-room,a6a61948-c1a0-ee74-249f-2591e38525e0,,,,"[596858, 596863, 596867, 596872, 596875]",,,[48425],"[2115249, 2600223]",,[466736],,,,,[130],1630480431,1688740821,,,,,[15581],,,1629936000.0,,"[25222, 25646, 26223, 27266, 27725, 33110, 81275, 95776, 106992, 109129]",,,,,,[307746],165615,,"Cape's Escape Game 3rd Room is a short adventure game in the Cape's Escape series, which you can complete in an hour or so. Solve the mystery and escape from the room. Once you manage to escape from the convenience store, you'll be able to take the game for a new spin with some new puzzles as you search for a set of hidden cards."
,[2],0,41129.0,https://www.igdb.com/games/star-horizon,43.0,3.0,,"[5, 13, 31, 32, 33]",,,"[1058, 1293, 3831, 4134, 4510]","[1, 18, 268435461, 268435469, 268435487, 268435488, 268435489, 536871970, 536872205, 536874743, 536875046, 536875422]",,"[38682, 54893, 54934]",,"[62274, 133581]",Star Horizon,star-horizon,fdc16408-a721-2ee4-9e21-e0aff51ab356,1.0,"[18181, 18182]",,"[87613, 87614, 87615, 87616, 87617]",[1],"[1, 18]",[13505],"[9186, 113832, 1901756, 2446743, 2718416]","[172821, 172822, 172823, 172824, 172825, 172826, 172827, 172828, 172829, 172830, 172831, 172832, 172833, 172834, 172835, 172836, 172837, 172838, 172839, 172840, 172841, 500215]","[37785, 37786, 71776, 376624, 563034, 563035]",40.0,,,[13],"[3, 6, 14, 34, 39, 130]",1495873990,1688740682,,2.0,,,,,,1403049600.0,,"[17130, 19301, 21564, 25311, 36198, 55190, 56033, 76263, 105269, 107318]",,,41.5,,,"[81886, 81887, 81888, 147064, 249285, 341448, 367323]",35690,,"Experience fast action, thrilling levels, spectacular explosions and lots of pew-pew-pew. Star Horizon is a reboot for the on-rails space shooter genre. You are John, a private in the service of the Federation who doesn’t fight to rack up kills or for honour and pride, he just fights to survive and get the whole thing over with. His ship is controlled by Ellie, an Artificial Intelligence which is programmed to help pilots stay mentally strong throughout the war and which can not kill human beings

When her Mothership is destroyed Ellie puts John into hibernation for 1000 years. Now he will have to discover what really happened and maybe, but just maybe, save the galaxy."
,,13,,https://www.igdb.com/games/street-outlaws-2-winner-takes-all-the-70s-bundle,,,,[10],,,,[268435466],,[121827],,,Street Outlaws 2: Winner Takes All - The 70s Bundle,street-outlaws-2-winner-takes-all-the-70s-bundle,86cabfdf-11e6-73f8-bc45-15cd9e8591b0,,,,"[926881, 926882, 926883, 926884, 926885, 926886]",,,[101948],[2230154],"[215404, 215405, 215406]",[324548],,,,,[130],1668675385,1688740551,162246.0,,,,,,,1641859200.0,,"[27378, 27553, 44178, 55192, 80382, 103018, 104983, 107227, 109292, 255755]",,,,,,[452756],225945,,"The 70s Car Bundle adds 70s-inspired car content to Street Outlaws 2: Winner Takes All! The DLC includes 14 new body kits, four new sets of rims, and a new parachute. An additional three paint bundles will let you fly your favorite nostalgic colors."
,,13,,https://www.igdb.com/games/street-outlaws-2-winner-takes-all-ryan-martin-bundle,,,,[10],,,,[268435466],,[121177],,,Street Outlaws 2: Winner Takes All - Ryan Martin Bundle,street-outlaws-2-winner-takes-all-ryan-martin-bundle,8e3ce564-6c3a-c4ef-82e6-1a27fe91aaee,,,,"[932771, 932773, 932775, 932778, 932779]",,,[101420],[2229865],"[226558, 226559, 226560]",[326844],,,,,[130],1668878569,1688740550,162246.0,,,,,,,1641859200.0,,"[27378, 27553, 44178, 55192, 80382, 103018, 104983, 107227, 109292, 255755]",,,,,,[451771],226709,,"The Ryan Martin Bundle for Street Outlaws 2: Winner Takes All features new vehicles and parts from Ryan Martin’s garage. The DLC includes his all-new car, 10 body kits, three sets of rims, and three new paint bundles. Expand your customization options for your favorite Street Outlaws racer!"
,,13,,https://www.igdb.com/games/street-outlaws-2-winner-takes-all-blazing-freedom-bundle,,,,[10],,,,[268435466],,[121233],,,Street Outlaws 2: Winner Takes All - Blazing Freedom Bundle,street-outlaws-2-winner-takes-all-blazing-freedom-bundle,e4bed408-cd93-16a5-f9a3-fcffffea280d,,,,"[932695, 932697, 932700, 932702, 932704, 932706]",,,[101468],[2415068],"[226461, 226463, 226465]",[326831],,,,,[130],1668878346,1688740182,162246.0,,,,,,,1641859200.0,,"[27378, 27553, 44178, 55192, 80382, 103018, 104983, 107227, 109292, 255755]",,,,,,[451883],226698,,"The Blazing Freedom Bundle for Street Outlaws 2: Winner Takes All adds an exclusive patriotic paint job, new rims, body kits, red, white, and blue paint bundle options, and the Fast Turbos parachute. It’s the perfect bundle for celebrating the Fourth of July."
,,13,,https://www.igdb.com/games/street-outlaws-2-winner-takes-all-steel-thunder-bundle,,,,[10],,,,[268435466],,[121232],,,Street Outlaws 2: Winner Takes All - Steel Thunder Bundle,street-outlaws-2-winner-takes-all-steel-thunder-bundle,2eb016f4-5a12-998b-5737-ff6ca2ec8efa,,,,"[932696, 932698, 932699, 932701, 932703, 932705]",,,[101467],[2232074],"[226460, 226462, 226464]",[326830],,,,,[130],1668878360,1688740181,162246.0,,,,,,,1641859200.0,,"[27378, 27553, 44178, 55192, 80382, 103018, 104983, 107227, 109292, 255755]",,,,,,[451880],226699,,"The Steel Thunder Bundle for Street Outlaws 2: Winner Takes All adds an exclusive battle-hardened paint job, new rims, body kits, the Chameleon Forest paint bundle, and a yellow parachute. Intimidate the competition with this intense add-on."
,,0,,https://www.igdb.com/games/capes-escape-game-2-dot-5th-room,,,[113183],"[9, 31]",,,,"[268435465, 268435487]",,[38060],,,Cape's Escape Game 2.5th Room,capes-escape-game-2-dot-5th-room,44f88c55-152e-d919-030a-9de804907637,,,,"[451863, 451864, 451865]",,,[13007],"[2012882, 2599842]",,[456235],,,,,[130],1621586065,1688740106,,,,,[14720],,,1622073600.0,,"[25222, 25646, 26223, 27266, 27725, 33110, 81275, 95776, 106992, 109129]",,,,,,[248846],148326,,"Cape's Escape Game 2.5th Room is a short adventure game in which you'll have to solve a bunch of puzzles to find the key that will finally set you free from the apartment. Gameplay takes about hour or so to complete. And once you've completed it, you can give it another go to try and find the 20 Cape cards that have been hidden around the apartment."
,,0,,https://www.igdb.com/games/capes-escape-game-2nd-room,,,[113684],"[9, 31]",,,,"[268435465, 268435487]",,[38065],The main character has finally save up enough money to move. He's relieved that he doesn't have to deal with any more of Cape's pranks. But he doesn't seem to mind how ridiculously cheap the rent is at the next place. Let's hope that nothing horrible happens….,[119207],Cape's Escape Game 2nd room,capes-escape-game-2nd-room,22a28480-9e8b-d027-d200-afddc9270271,,,,"[422442, 422443, 422444]",[1],,[13016],"[1998252, 2598930]",,[452220],,,,,[130],1613502788,1688740106,,,,,[14047],6763.0,,1613606400.0,,"[25222, 25646, 26223, 27266, 27725, 33110, 81275, 95776, 106992, 109129]",,,,,,[228717],143542,,"The main character get trapped again by Cape, who shows up at the new location. Help him escape by solving all the puzzles."
,,0,,https://www.igdb.com/games/synaxarion-acts-part-1,,,,"[9, 31]",,,,"[268435465, 268435487]",,[101148],,,Synaxarion: Acts Part 1,synaxarion-acts-part-1,63cbd63e-0340-300d-4422-1c7628bc2609,,,,"[913392, 913393, 913394, 913395, 913396]",[1],,[90666],[2618376],[341854],[509592],,,,,[130],1667390441,1688739992,,,,,,,,1666828800.0,,"[25222, 25646, 26223, 27266, 27725, 33110, 81275, 95776, 106992, 109129]",,,,,,[437747],223765,,"Starting from the Crucifixion of Christ, you play as a disciple of Christ and witness key events in the early Church. ‘Synaxarion: Acts Part 1’ takes place during a portion of the Biblical Book of Acts that is enriched with additional history and tradition from the Synaxarion."
,,0,62584.0,https://www.igdb.com/games/adventure-party-cats-and-caverns,,,,,,,,[40],,[36907],,,Adventure Party: Cats and Caverns,adventure-party-cats-and-caverns,2ef608a1-9d37-810a-8ad2-c2960236667f,,,,"[180351, 180352, 180353, 180354, 180355, 180356, 180357, 180358]",,[40],,"[215819, 1957990]",,"[70832, 415183]",,,,,[41],1517343225,1688739735,,,,,,,,1471478400.0,,"[159042, 165609, 175849, 187541, 198211, 210240, 210241, 242551, 242552, 254630]",,,,,,[145361],84866,,Like a tabletop RPG without the table. Every party should be an adventure!
,[4],0,77081.0,https://www.igdb.com/games/castlevania-aria-of-sorrow,86.0,166.0,"[69135, 69136, 114313]","[8, 12, 31]",,[22575],"[137, 211, 477, 558, 623, 826, 1033, 1059, 1288, 1289, 1313, 1320, 1716, 1961, 3486, 3831, 4134, 4284, 4388, 4407, 4465, 4522, 4541, 4613, 4622, 4709, 4879, 4881, 4891, 5105, 5308, 5441, 5963, 6088, 6126, 6486, 6648, 7423, 7576, 7597, 8295, 9658, 9777, 23933, 30490, 30703]","[1, 19, 268435464, 268435468, 268435487, 536871049, 536871123, 536871389, 536871470, 536871535, 536871738, 536871945, 536871971, 536872200, 536872201, 536872225, 536872232, 536872628, 536872873, 536874398, 536874743, 536875046, 536875196, 536875300, 536875319, 536875377, 536875434, 536875453, 536875525, 536875534, 536875621, 536875791, 536875793, 536875803, 536876017, 536876220, 536876353, 536876875, 536877000, 536877038, 536877398, 536877560, 536878335, 536878488, 536878509, 536879207, 536880570, 536880689, 536894845, 536901402, 536901615]",,"[3066, 49172, 99645]",,"[2658, 134261]",Castlevania: Aria of Sorrow,castlevania-aria-of-sorrow,70ee64ce-fafc-90ae-9b19-fbfef6f27f12,164.0,,,"[24925, 24926, 24927, 24928, 154515, 154516, 154517, 154518, 154519, 154520, 154521, 476591]",[1],"[1, 19]","[2421, 2422, 84733, 84734, 84735, 84736, 84737, 84738, 84739, 84740, 84741, 87429]","[32695, 146039, 216713, 245954, 2594327]","[492774, 492775, 492776]","[7722, 126684, 243002, 333193]",88.2948985686521,[222412],[895],,"[24, 41]",1340743735,1688739699,,2.0,,,"[555, 556]",65.0,,1052179200.0,,"[1103, 1114, 1128, 1132, 2368, 3222, 10760, 19150, 36198, 56033]",,,87.14744928432606,30.0,,"[2861, 138207, 138208]",1134,,"The year is 2035 and Soma Cruz is about to witness the first solar eclipse of the 21st century when he suddenly blacks out -- only to awaken inside a mysterious castle. As Soma, you must navigate the castle's labyrinths while confronting perilous monsters at every turn. But beware, you must escape before the evil consumes you!"
,,0,36292.0,https://www.igdb.com/games/emojikara-a-clever-emoji-match-game,,,,"[9, 15]",,,,"[268435465, 268435471, 536873787]",,[37828],,,Emojikara: A Clever Emoji Match Game,emojikara-a-clever-emoji-match-game,9693f9a4-4dfd-2f04-86bd-0e255276070c,,,,"[157836, 157837, 157838]",,,,"[107892, 217380, 1904681]",,"[70254, 379478]",,,,,[41],1504728270,1688739661,,,,,,,,1459987200.0,,"[10603, 60074, 66558, 66567, 66568, 76167, 79080, 82953, 95776, 109129]",,,,,,[248752],58681,,Match 3 with emojis!
,[1],0,288441.0,https://www.igdb.com/games/maze,,,,"[9, 31, 32]",,,,"[1, 268435465, 268435487, 268435488]",,[38974],,[139155],Maze,maze,0e13b2a5-fdab-a9f0-916d-e2f01a416b5a,,,,"[164964, 164965, 164966, 164967, 164968]",[1],[1],[35350],"[116078, 197080, 218800, 515302, 1708773, 2013445]",[570866],"[193288, 193289, 351692]",,,,,"[41, 48]",1513156625,1688739592,,,,,,,,1420675200.0,,"[20342, 25222, 25646, 26223, 27266, 55190, 96217, 106987, 106992, 111130]",,,,,,"[141115, 290363, 290364]",77803,,"Maze is a First Person Puzzle Adventure game. Embark on the journey of a young hero from Mazadon, in search of the all knowing Oracle!"
,,0,91817.0,https://www.igdb.com/games/preston-sterling,,0.0,,"[9, 31, 32]",,,,"[1, 268435465, 268435487, 268435488]",,[39894],,"[92817, 134096]",Preston Sterling,preston-sterling,50fff98a-2090-b491-8ecc-c05b6923ad7d,0.0,,,"[49137, 49138, 49139, 49140, 49141]",[1],[1],,"[3425, 219713, 1974673]","[47323, 47324, 47325, 47326, 47328, 47330, 47332, 47334]","[30435, 30436, 431116]",50.0,,,,"[6, 41]",1495633470,1688739531,,,,,,,,1471478400.0,,"[20342, 25222, 25646, 26223, 27266, 55190, 96217, 106987, 106992, 111130]",,,50.0,,,"[74956, 188636]",31606,,"Preston Sterling and the Legend of Excalibur is the first episode of an adventure series that will transport you into the world of English myths and legends. Tackle tricky puzzles and enjoy an exciting story, lovable characters and stunning scenes and locations!"
,,0,62178.0,https://www.igdb.com/games/retro-road-rumble,,,,[10],,,,[268435466],,[40056],,,Retro Road Rumble,retro-road-rumble,1093d21f-cd41-d470-36e6-733b2804994c,,,,"[171047, 171048, 171049, 171050, 171051]",,,,"[219954, 1969600]",,[426267],,,,,[41],1517341312,1688739521,,,,,,,,1476921600.0,,"[27378, 27553, 44178, 55192, 80382, 103018, 104983, 107227, 109292, 255755]",,,,,,[142780],84843,,"Fast Paced, Head to Head Racing Action"
,[4],8,93792.0,https://www.igdb.com/games/super-castlevania-iv,100.0,150.0,"[64396, 64398, 64399, 98829, 108645]","[8, 31]",,"[116138, 213363]","[586, 1288, 3208, 8236, 9658, 28888]","[1, 19, 268435464, 268435487, 536871498, 536872200, 536874120, 536879148, 536880570, 536899800]",,"[28054, 48949, 49232, 82551]",,[221789],Super Castlevania IV,super-castlevania-iv,35265b1d-5323-2de5-6849-b9450fbb6cc7,149.0,[73743],,"[24864, 24865, 24866, 24867, 24868, 174551, 174552, 174553, 174554, 174555, 174556, 174557]",[1],"[1, 19]",[73022],"[57178, 146593, 220691, 245874, 2595941]","[495172, 721533]","[7709, 243082, 333117, 562681, 562682]",76.83269596751146,,[895],,"[5, 19, 41, 58, 137]",1340551616,1688739478,1114.0,1.0,,,[228],65.0,,688867200.0,,"[20342, 24426, 25646, 28070, 55173, 55190, 56033, 68271, 111130, 116530]",,,88.41634798375573,27.0,,"[143699, 143700, 143701, 143702, 143703, 143704, 311533, 311534, 379429, 487986, 487987, 488137]",1124,,"A century of Transylvanian tranquility is about to come to a shocking end. Once again the mortifying screams of helpless villagers shake the ground as they huddle against new nightmarish horrors unleashed by the Duke of Darkness, Count Dracula. And this time he has a tombstone with your name on it, Simon Belmont.
You must descend into Castle of the Undead and its gruesome ground, accompanied by the most chilling sound effects to ever tingle your spine. Inside, a freshly dug 11 levels maze features the treacherous Terrace of Terror, the dangerous Rotating Dungeon, the Sunken Ruins of Lost Spirits, torture chambers and creature filled caves. Use your whip like a grappling hook and swing past hundreds of traps and a host of ghost freaks, living corpses and hidden goblins. All while dodging or destroying the unpredictable spitting lizards, carnivorous coffins, and more.
Find the concealed weapons needed to defeat everything from eerie phantoms to haunted furniture. Then prepare to find yourself face-to-thing with hideous torments like the Tongue Lasher, the Darkest Knight, the Bone-Afide Horseman and the Granite Crusher. When your nerves get shot, use your password and take a breather. But forge on, Simon Belmont, because if you though Dracula was down for the count, he's only just begun to fright!"
,[4],8,96257.0,https://www.igdb.com/games/super-mario-advance-4-super-mario-bros-3,90.0,36.0,[69936],[8],,[170021],"[10091, 26191, 26906, 29624]","[1, 268435464, 536881003, 536897103, 536897818, 536900536]",,"[29467, 29468, 129063, 129065]","The Mushroom Kingdom has remained a peaceful place, thanks to the brave deeds of Mario and Luigi. However, the Mushroom Kingdom forms an entrance to the Mushroom World, a place where all is not well. Bowser sent his seven children to make mischief in this normally peaceful land. As their first order of business, they stole the royal magic wands from each country in the Mushroom World and used them to turn the kings into animals. Mario and Luigi must recover the royal magic wands from Bowser's seven kids to return the kings to their true forms. As Mario and Luigi set off on their journey deep into the Mushroom World, Princess Peach and Toad have but one thing to say: “Good-bye, and good luck!”","[148620, 148621]",Super Mario Advance 4: Super Mario Bros. 3,super-mario-advance-4-super-mario-bros-3,6f1472a3-8b0b-fcc1-9991-8b0f47bce6eb,35.0,"[39527, 39529]",,"[174676, 174677, 174678, 174679, 174680, 174681, 174682, 174683]","[1, 2]",[1],"[56865, 68782, 68783, 68784, 87462]","[32634, 138183, 220714, 1876243, 1934832]","[645351, 645352, 645353, 645354, 645355, 645356, 645357]","[149741, 149742, 149743, 149744, 149745, 149746, 362705, 514322]",87.09214438851444,,[845],,[24],1453640931,1688739473,1068.0,1.0,,,[25630],5200.0,[14667],1057881600.0,,"[20342, 24426, 28070, 29032, 55173, 55190, 56033, 57187, 63138, 89597]",,,88.54607219425722,16.0,,"[44946, 44947, 44948, 206906]",16748,,"Super Mario Advance 4 is a GBA remake of Super Mario Bros. 3 for the NES.

Super Mario Advance is a four-part series for the GBA with Super Mario games of the NES and SNES era. The remakes came with adjusted graphics, sound and additional content. Each game of the series includes additionally the arcade-classic ""Mario Bros"" which can be played in multiplayer via link cable."
,[2],3,310539.0,https://www.igdb.com/games/batman-arkham-trilogy,,,,"[25, 31]",,,,"[1, 20, 23, 38, 268435481, 268435487]",,[143532],,[220354],Batman: Arkham Trilogy,batman-arkham-trilogy,126976ee-d647-e915-aeef-11250d25248d,,[92392],,,[1],"[1, 20, 23, 38]",[110729],[2717041],,,,,"[5, 44]",,[130],1687357097,1688739412,,,,,,68.0,,1703980800.0,,"[26574, 55984, 76253, 81249, 103054, 103168, 103303, 107614, 111130, 115283]",,,,,,[485124],254329,,"Become Gotham City’s ultimate protector across the iconic Batman: Arkham Trilogy.

Face off against notorious DC Super-Villains: The Joker, Scarecrow, Poison Ivy, and more in Batman: Arkham Asylum. Step into the shadows of Batman: Arkham City’s open world, the new maximum security “home” for thugs, gangsters, and insane criminal masterminds. In Batman: Arkham Knight, tear through the streets of Gotham and take on the ultimate threat in the trilogy’s epic conclusion.

Experience critically acclaimed gameplay & AAA original storytelling across all 3 games, PLUS all DLC, in one complete package."
,[2],0,293137.0,https://www.igdb.com/games/the-gecko-gods,,,[82905],"[8, 9, 31, 32]",,,"[250, 1111, 1459]","[1, 22, 43, 268435464, 268435465, 268435487, 268435488, 536871162, 536872023, 536872371]",,[112927],,"[198745, 198746]",The Gecko Gods,the-gecko-gods,0b399df4-1f20-0ffc-1438-9b19f97fb5e0,,[81701],,"[482799, 482800, 482801, 482802, 482803, 482804]",[1],"[1, 22, 43]",[20956],"[2030232, 2059792]","[441627, 441628, 441629, 509148, 509149, 509150, 509151, 509152, 509153, 509154]","[186443, 186444, 186445, 186446, 458734]",,,,,"[6, 130]",1622717578,1688739409,,,,,,,,1703980800.0,,"[20342, 24426, 25646, 26223, 28070, 55173, 55190, 56033, 77529, 89597]",,,,,,"[438121, 461924]",151312,,"Explore a mysterious island as a tiny lizard. Complete ancient puzzles, effortlessly climb cliffs, and eat bugs as you make your way across an island civilization lost to time."
,,0,229658.0,https://www.igdb.com/games/lorelei-and-the-laser-eyes,,,,"[9, 31, 32]",,,,"[1, 268435465, 268435487, 268435488]",,[84120],,"[177235, 177256]",Lorelei and the Laser Eyes,lorelei-and-the-laser-eyes,cb967ca4-6f3d-c123-6b80-7fb6893fc279,,"[71027, 92942]",,"[822159, 822160, 822161, 822162, 822163]",[1],[1],[79199],"[2453263, 2515253]","[183303, 183304, 183305, 183306, 183307, 183308, 183309, 183310, 183311, 183312, 338343, 338344, 338345, 338346, 338347]","[293357, 495388]",,,,,"[6, 130]",1656421652,1688739406,,,,,,,,1703980800.0,,"[20342, 25222, 25646, 26223, 27266, 55190, 96217, 106987, 106992, 111130]",,,,,,"[369474, 369475]",206806,,"The stage is set. Imagine an old baroque manor, perhaps a hotel or a museum, somewhere in central Europe. A woman wanders in search of answers.

An international auteur. What does he want? An aristocratic artist. Who killed her? A vagabond illusionist. Who is he?

And you, the wandering woman. Why are you here?

Watch carefully, observe. Numbers. Patterns. Puzzles. Are they all part of a macabre game, a complot, a simple treasure hunt?

We invite you to take a journey into the nightmarish surreality, and answer these questions to solve the enigma of Lorelei and the Laser Eyes."
,[2],3,286999.0,https://www.igdb.com/games/baten-kaitos-i-and-ii-hd-remaster,,,[124263],"[12, 31]",,,"[2080, 2365]","[17, 268435468, 268435487, 536872992, 536873277]",,"[120665, 144767]","A long time ago, there was a great conflict between the evil god and the people. After a fierce battle, the people managed to seal off the evil god, but what was left behind was only a desolate land. The people thus chose to abandon the land and live in the sky.

Such fairy tales were passed down as legends. At this time, people had wings called Wings of the Heart and lived a peaceful life. It was an era of long-lasting tranquility. ...But the collapse had quietly begun.

When a young man calls your name, the name of the spirit, the story begins to unfold. A story set on a floating continent in the sky, where thoughts and prayers intersect.",[203292],Baten Kaitos I & II HD Remaster,baten-kaitos-i-and-ii-hd-remaster,b9368d16-4b04-89c7-15ca-c9a754e1b984,,"[83957, 92496, 93040]",,"[988039, 988040, 988041, 988042, 988043]",[1],[17],[101121],"[2677062, 2686892]","[628400, 628401, 628402, 628403, 628404]",[528866],,,,,[130],1675913435,1688739393,,,,,,626.0,,1694649600.0,,"[27092, 55199, 81249, 96217, 99118, 103168, 103303, 106987, 113360, 115653]",,,,,,[484933],236711,,"Two RPG masterpieces return. Originally released for the Nintendo GameCube, Baten Kaitos: Eternal Wings and the Lost Ocean and Baten Kaitos Origins are back with improved graphics and new features to aid game progression, making them even more accessible for new players."
,,0,,https://www.igdb.com/games/puzzle-by-nikoli-s-yajilin--1,,,,"[9, 35]",,,,"[268435465, 268435491]",,[142007],,,Puzzle by Nikoli S Yajilin,puzzle-by-nikoli-s-yajilin--1,1024703e-e6c0-ed8a-2a44-9cd19e08f126,,,,"[1067797, 1067799, 1067801, 1067803, 1067805, 1067806]",[1],,[109490],[2712266],"[707361, 707362, 707363, 707364, 707365, 707366]",,,,,,[130],1686335337,1688739264,,,,,,,,1685577600.0,,"[19222, 25905, 41349, 87507, 95776, 249765, 251395, 251486, 251802, 255507]",,,,,,[482146],252622,,
,,0,255619.0,https://www.igdb.com/games/incoherence,,,,"[9, 31]",,,,"[268435465, 268435487]",,[132137],,,Incoherence,incoherence,2afd1a61-09c4-64ef-e4c8-7c77714a0752,,,,"[826926, 826927, 826928, 826929, 826930, 826931, 826932, 826933, 826934, 826935]",[1],,[79780],"[2451577, 2515508]","[445605, 445606, 445607]","[294661, 294662, 496000]",,,,,"[6, 130]",1656958998,1688739116,,,,,,,,1656547200.0,,"[25222, 25646, 26223, 27266, 27725, 33110, 81275, 95776, 106992, 109129]",,,,,,"[464295, 467898]",207654,,Incoherence is a fragmented first-person point and click mystery game. Enter the mind of Jason Bethlam as you awake to a brightly lit room. Piece together fragments of your life and escape.
,,0,298214.0,https://www.igdb.com/games/prof-miyamotos-soroban-and-flash-anzan,,,,[9],,,,"[34, 268435465]",,[133451],,,Prof. Miyamoto's Soroban & Flash Anzan,prof-miyamotos-soroban-and-flash-anzan,246628bf-7a89-184a-437e-9b3cfe019b45,,,,"[1029433, 1029434, 1029435, 1029436, 1029437]",[1],[34],[105690],"[2691097, 2708834]","[673376, 673377]",,,,,,[130],1680956623,1688739101,,,,,[27576],,,1680652800.0,,"[19222, 25905, 41349, 87507, 95776, 121509, 245089, 245747, 246973, 255744]",,,,,,[466058],244825,,"Soroban & Flash Anzan is a popular lesson to improve ""non-cognitive ability""!
Let's continue practicing ""Flash Anzan"" every day, which is the most efficient way to improve your abacus-style ""anzan"" skills!"
,,11,292567.0,https://www.igdb.com/games/the-testament-of-sherlock-holmes--1,,,,"[9, 31]",,,,"[268435465, 268435487]",,"[129198, 129508]",,,The Testament of Sherlock Holmes,the-testament-of-sherlock-holmes--1,627c5f7b-4a88-d28e-6970-b89498c160ba,,,,"[1011793, 1011794, 1011795]",[1],,[103713],"[2682589, 2683559]","[646942, 646943, 646944, 646945, 646946, 646947, 646948, 646949, 646950, 646951]",,,,,,"[6, 130]",1678331891,1688739034,6164.0,,,,[25603],,,1348185600.0,,"[25222, 25646, 26223, 27266, 27725, 33110, 81275, 95776, 106992, 109129]",,,,,,"[459220, 459536, 460623]",241185,,"Become the greatest detective of all time in The Testament of Sherlock Holmes, a twisting, turning investigation game set in a faithfully-reproduced London of 1898. As Sherlock Holmes, you must find clues, interrogate suspects and unveil a mystery in a story full of twists!"
,,0,,https://www.igdb.com/games/samba-de-amigo-party-central-digital-deluxe-edition,,,,[7],,,,[268435463],,"[140344, 141025]",,,Samba de Amigo: Party Central - Digital Deluxe Edition,samba-de-amigo-party-central-digital-deluxe-edition,34a4666d-b29b-d573-b787-fe88ac17ed7a,,,Digital Deluxe Edition,"[1059978, 1059979, 1059980, 1059981, 1059982, 1059983]",,,[108762],[2708589],"[700703, 700704, 700705, 700706, 700707, 700708, 700709, 700710, 700711]",,,,,,[130],1685179038,1688739030,,,236658.0,,[27555],,,1693267200.0,,"[31496, 82995, 86707, 86847, 87150, 88903, 110594, 251288, 253001, 255728]",,,,,,[478752],251097,,
